    0.167240341671861881E+01   -0.450266851335547784E+02    0.235072120822987273E+03    0.505543717872731065E+03    0.566647034823384743E+00   -0.164994762384702796E+02
    0.171801378733590115E+01   -0.451061805662694866E+02    0.231789415450110340E+03    0.542505454034638660E+03    0.742583044118965141E+00   -0.163364729663580377E+02
    0.175748198617666351E+01   -0.451357133142105766E+02    0.232740093239824773E+03    0.524827700811534328E+03    0.736451132235574679E+00   -0.162584538728265819E+02
    0.170880372394070212E+01   -0.450293129826419403E+02    0.231617900568382737E+03    0.561207485720941918E+03    0.621389173741446532E+00   -0.162436440340175565E+02
    0.165447265213947370E+01   -0.451368321452213479E+02    0.230175825343480028E+03    0.570051447203504154E+03    0.799174828596498354E+00   -0.162279622791967313E+02
    0.165447265213947370E+01   -0.451368321452213479E+02    0.230175825343480028E+03    0.570051447203504154E+03    0.799174828596498354E+00   -0.162279622791967313E+02
    0.167330008690870025E+01   -0.450626952870791797E+02    0.233347637809244986E+03    0.525393875323904695E+03    0.609930665995922605E+00   -0.161544352455751827E+02
    0.170846777958858009E+01   -0.448052788970006759E+02    0.237688739253334319E+03    0.515592035931517671E+03    0.378471097838005144E+00   -0.160674253347893909E+02
    0.170846777958858009E+01   -0.448052788970006759E+02    0.237688739253334319E+03    0.515592035931517671E+03    0.378471097838005144E+00   -0.160674253347893909E+02
    0.175169168711510292E+01   -0.450864060676069727E+02    0.232696278751520822E+03    0.530445865166044200E+03    0.642824620099069044E+00   -0.160485909410486940E+02
    0.175169168711510292E+01   -0.450864060676069727E+02    0.232696278751520822E+03    0.530445865166044200E+03    0.642824620099069044E+00   -0.160485909410486940E+02
    0.174296440496693950E+01   -0.447972753418879961E+02    0.239931588526523683E+03    0.502938671644852832E+03    0.353201771143222820E+00   -0.160096621529238305E+02
    0.175135691259218174E+01   -0.451609323552913580E+02    0.231060563452486605E+03    0.540223067352714224E+03    0.756218660126574793E+00   -0.159964241890631893E+02
    0.174243568696614481E+01   -0.449883653398008718E+02    0.236488882514004814E+03    0.497138568413377470E+03    0.546647631075582452E+00   -0.157082716748374480E+02
    0.169644792813302159E+01   -0.449029789602692730E+02    0.234189705415656078E+03    0.531378114376700182E+03    0.416368196109809907E+00   -0.153860111408898881E+02
    0.169644792813302159E+01   -0.449029789602692730E+02    0.234189705415656078E+03    0.531378114376700182E+03    0.416368196109809907E+00   -0.153860111408898881E+02
    0.173359102648267127E+01   -0.450660460931561957E+02    0.234665748384476132E+03    0.512170884495323207E+03    0.628641376355147274E+00   -0.153360856247422142E+02
    0.171428821061821535E+01   -0.451185716813603861E+02    0.231313743395290970E+03    0.545677314478269864E+03    0.740972505995032504E+00   -0.153073125096829035E+02
    0.167021813758882565E+01   -0.450662145373714651E+02    0.232074961526730959E+03    0.538403198322860703E+03    0.647311743027932707E+00   -0.152572296777089935E+02
    0.172978906863679338E+01   -0.450219246241638373E+02    0.233842577140732772E+03    0.523858672476449101E+03    0.576904974884374977E+00   -0.152487333859423391E+02
    0.172976446406089313E+01   -0.450770923104563579E+02    0.231294370026740694E+03    0.554398154130548619E+03    0.633154311226712063E+00   -0.151774688101539397E+02
    0.168638384650220141E+01   -0.449030736859251931E+02    0.237222321541195498E+03    0.499834646802193106E+03    0.439272116807622404E+00   -0.151192737816804126E+02
    0.172530624721303649E+01   -0.450786507179444556E+02    0.231542137027940157E+03    0.548452993250696181E+03    0.631261920270346000E+00   -0.151041840012426469E+02
    0.169324231775554446E+01   -0.448613145226064063E+02    0.235227637980701729E+03    0.525121236316188970E+03    0.386122344648084037E+00   -0.150871385279632833E+02
    0.167925122102714308E+01   -0.449901100608556064E+02    0.233517094135978454E+03    0.527886019815115560E+03    0.532851886487862192E+00   -0.150859592460237497E+02
    0.171970362163069068E+01   -0.451377106588127432E+02    0.231642111955526303E+03    0.544195136627163038E+03    0.720782128525626398E+00   -0.150466056646979229E+02
    0.170725705091568880E+01   -0.449946036827386919E+02    0.235671257247325940E+03    0.508286264995574982E+03    0.530689352843128126E+00   -0.150071663460913989E+02
    0.171665454888444491E+01   -0.449784614122777811E+02    0.235476786749996421E+03    0.518461658619215882E+03    0.523370525014278831E+00   -0.149133672094615477E+02
    0.169174020176655282E+01   -0.448476040131749230E+02    0.240326195924442231E+03    0.491452843505904752E+03    0.416384257626342014E+00   -0.148819049460141315E+02
    0.171118262135403643E+01   -0.450539057424563154E+02    0.234409766829747099E+03    0.509127839875668997E+03    0.613715869584869789E+00   -0.148727830600230622E+02
    0.169246320491964752E+01   -0.449888220908095917E+02    0.232336625197858041E+03    0.548865368261018261E+03    0.545264032301619017E+00   -0.148418607723525877E+02
    0.170972173257522542E+01   -0.449393789660985234E+02    0.235578038100007177E+03    0.512617493577420873E+03    0.473699352857767542E+00   -0.148248051167271271E+02
    0.170657992689847759E+01   -0.449892802880224068E+02    0.235620811593540282E+03    0.504443777897800885E+03    0.553555128330913249E+00   -0.147984120714605467E+02
    0.169058943091950931E+01   -0.449294357673914675E+02    0.237040371910365877E+03    0.486306237954817334E+03    0.489583400496672483E+00   -0.147570759971974486E+02
    0.170211535730521568E+01   -0.449943116092885873E+02    0.233548395938346886E+03    0.526595635052911234E+03    0.537006514380178657E+00   -0.147229134347795814E+02
    0.170424965125875705E+01   -0.450176300056581908E+02    0.233317794281129920E+03    0.539298162940209522E+03    0.566604502105227725E+00   -0.147214086207091839E+02
    0.170354581119118298E+01   -0.450813534598655608E+02    0.233173275312519280E+03    0.512355880030003277E+03    0.666587134922539404E+00   -0.147030777546950659E+02
    0.169571781403298316E+01   -0.449243118301021269E+02    0.233908727985606731E+03    0.525541541863158727E+03    0.458459936619573238E+00   -0.147314163769032387E+02
    0.170410873039642929E+01   -0.450469003338298677E+02    0.232516953059805076E+03    0.538562925391720341E+03    0.609810045579213256E+00   -0.147194401240425190E+02
